x,y1,y2
-2.87888,0.126592,-0.259702
-2.87087,0.126592,-0.267427
-2.86286,0.126592,-0.275135
-2.85485,0.126592,-0.282825
-2.84685,0.126592,-0.290497
-2.83884,0.126592,-0.29815
-2.83083,0.126592,-0.305784
-2.82282,0.126592,-0.313399
-2.81481,0.126592,-0.320993
-2.80681,0.126592,-0.328567
-2.7988,0.126592,-0.33612
-2.79079,0.126592,-0.343651
-2.78278,0.126592,-0.35116
-2.77477,0.126592,-0.358647
-2.76677,0.126592,-0.366111
-2.75876,0.126592,-0.373551
-2.75075,0.126592,-0.380967
-2.74274,0.126592,-0.388359
-2.73473,0.126592,-0.395726
-2.72673,0.126592,-0.403067
-2.71872,0.126592,-0.410383
-2.71071,0.126592,-0.417672
-2.7027,0.126592,-0.424935
-2.69469,0.126592,-0.43217
-2.68669,0.126592,-0.439378
-2.67868,0.126592,-0.446557
-2.67067,0.126592,-0.453708
-2.66266,0.126592,-0.46083
-2.65465,0.126592,-0.467922
-2.64665,0.126592,-0.474984
-2.63864,0.126592,-0.482016
-2.63063,0.126592,-0.489017
-2.62262,0.126592,-0.495986
-2.61461,0.126592,-0.502924
-2.60661,0.126592,-0.509829
-2.5986,0.126592,-0.516702
-2.59059,0.126592,-0.523541
-2.58258,0.126592,-0.530347
-2.57457,0.126592,-0.537119
-2.56657,0.126592,-0.543857
-2.55856,0.126592,-0.550559
-2.55055,0.126592,-0.557227
-2.54254,0.126592,-0.563858
-2.53453,0.126592,-0.570454
-2.52653,0.126592,-0.577013
-2.51852,0.126592,-0.583534
-2.51051,0.126592,-0.590019
-2.5025,0.126592,-0.596465
-2.49449,0.126592,-0.602874
-2.48649,0.126592,-0.609243
-2.47848,0.126592,-0.615574
-2.47047,0.126592,-0.621865
-2.46246,0.126592,-0.628116
-2.45445,0.126592,-0.634327
-2.44645,0.126592,-0.640498
-2.43844,0.126592,-0.646627
-2.43043,0.126592,-0.652715
-2.42242,0.126592,-0.658761
-2.41441,0.126592,-0.664764
-2.40641,0.126592,-0.670725
-2.3984,0.126592,-0.676643
-2.39039,0.126592,-0.682518
-2.38238,0.126592,-0.688349
-2.37437,0.126592,-0.694136
-2.36637,0.126592,-0.699878
-2.35836,0.126592,-0.705575
-2.35035,0.126592,-0.711227
-2.34234,0.126592,-0.716834
-2.33433,0.126592,-0.722394
-2.32633,0.126592,-0.727908
-2.31832,0.126592,-0.733376
-2.31031,0.126592,-0.738796
-2.3023,0.126592,-0.744169
-2.29429,0.126592,-0.749495
-2.28629,0.126592,-0.754772
-2.27828,0.126592,-0.760001
-2.27027,0.126592,-0.765181
-2.26226,0.126592,-0.770312
-2.25425,0.126592,-0.775394
-2.24625,0.126592,-0.780426
-2.23824,0.126592,-0.785408
-2.23023,0.126592,-0.790339
-2.22222,0.126592,-0.79522
-2.21421,0.126592,-0.80005
-2.20621,0.126592,-0.804828
-2.1982,0.126592,-0.809555
-2.19019,0.126592,-0.81423
-2.18218,0.126592,-0.818853
-2.17417,0.126592,-0.823424
-2.16617,0.126592,-0.827941
-2.15816,0.126592,-0.832406
-2.15015,0.126592,-0.836817
-2.14214,0.126592,-0.841174
-2.13413,0.126592,-0.845477
-2.12613,0.126592,-0.849727
-2.11812,0.126592,-0.853921
-2.11011,0.126592,-0.858061
-2.1021,0.126592,-0.862146
-2.09409,0.126592,-0.866176
-2.08609,0.126592,-0.87015
-2.07808,0.126592,-0.874068
-2.07007,0.126592,-0.877931
-2.06206,0.126592,-0.881736
-2.05405,0.126592,-0.885486
-2.04605,0.126592,-0.889178
-2.03804,0.126592,-0.892814
-2.03003,0.126592,-0.896392
-2.02202,0.126592,-0.899913
-2.01401,0.126592,-0.903376
-2.00601,0.126592,-0.906782
-1.998,0.126592,-0.910129
-1.98999,0.126592,-0.913417
-1.98198,0.126592,-0.916648
-1.97397,0.126592,-0.919819
-1.96597,0.126592,-0.922931
-1.95796,0.126592,-0.925984
-1.94995,0.126592,-0.928978
-1.94194,0.126592,-0.931912
-1.93393,0.126592,-0.934787
-1.92593,0.126592,-0.937601
-1.91792,0.126592,-0.940356
-1.90991,0.126592,-0.94305
-1.9019,0.126592,-0.945684
-1.89389,0.126592,-0.948256
-1.88589,0.126592,-0.950769
-1.87788,0.126592,-0.95322
-1.86987,0.126592,-0.95561
-1.86186,0.126592,-0.957939
-1.85385,0.126592,-0.960206
-1.84585,0.126592,-0.962412
-1.83784,0.126592,-0.964556
-1.82983,0.126592,-0.966638
-1.82182,0.126592,-0.968658
-1.81381,0.126592,-0.970616
-1.80581,0.126592,-0.972512
-1.7978,0.126592,-0.974346
-1.78979,0.126592,-0.976117
-1.78178,0.126592,-0.977825
-1.77377,0.126592,-0.979471
-1.76577,0.126592,-0.981054
-1.75776,0.126592,-0.982574
-1.74975,0.126592,-0.984031
-1.74174,0.126592,-0.985424
-1.73373,0.126592,-0.986755
-1.72573,0.126592,-0.988022
-1.71772,0.126592,-0.989226
-1.70971,0.126592,-0.990367
-1.7017,0.126592,-0.991444
-1.69369,0.126592,-0.992458
-1.68569,0.126592,-0.993407
-1.67768,0.126592,-0.994294
-1.66967,0.126592,-0.995116
-1.66166,0.126592,-0.995875
-1.65365,0.126592,-0.996569
-1.64565,0.126592,-0.9972
-1.63764,0.126592,-0.997767
-1.62963,0.126592,-0.99827
-1.62162,0.126592,-0.998709
-1.61361,0.126592,-0.999083
-1.60561,0.126592,-0.999394
-1.5976,0.126592,-0.999641
-1.58959,0.126592,-0.999823
-1.58158,0.126592,-0.999942
-1.57357,0.126592,-0.999996
-1.56557,0.126592,-0.999986
-1.55756,0.126592,-0.999912
-1.54955,0.126592,-0.999774
-1.54154,0.126592,-0.999572
-1.53353,0.126592,-0.999306
-1.52553,0.126592,-0.998975
-1.51752,0.126592,-0.998581
-1.50951,0.126592,-0.998123
-1.5015,0.126592,-0.9976
-1.49349,0.126592,-0.997014
-1.48549,0.126592,-0.996363
-1.47748,0.126592,-0.995649
-1.46947,0.126592,-0.994871
-1.46146,0.126592,-0.994029
-1.45345,0.126592,-0.993123
-1.44545,0.126592,-0.992154
-1.43744,0.126592,-0.991121
-1.42943,0.126592,-0.990024
-1.42142,0.126592,-0.988864
-1.41341,0.126592,-0.987641
-1.40541,0.126592,-0.986354
-1.3974,0.126592,-0.985004
-1.38939,0.126592,-0.983591
-1.38138,0.126592,-0.982115
-1.37337,0.126592,-0.980575
-1.36537,0.126592,-0.978973
-1.35736,0.126592,-0.977308
-1.34935,0.126592,-0.975581
-1.34134,0.126592,-0.973791
-1.33333,0.126592,-0.971938
-1.32533,0.126592,-0.970023
-1.31732,0.126592,-0.968046
-1.30931,0.126592,-0.966007
-1.3013,0.126592,-0.963905
-1.29329,0.126592,-0.961742
-1.28529,0.126592,-0.959518
-1.27728,0.126592,-0.957232
-1.26927,0.126592,-0.954884
-1.26126,0.126592,-0.952475
-1.25325,0.126592,-0.950005
-1.24525,0.126592,-0.947475
-1.23724,0.126592,-0.944883
-1.22923,0.126592,-0.942231
-1.22122,0.126592,-0.939518
-1.21321,0.126592,-0.936745
-1.20521,0.126592,-0.933913
-1.1972,0.126592,-0.93102
-1.18919,0.126592,-0.928067
-1.18118,0.126592,-0.925055
-1.17317,0.126592,-0.921984
-1.16517,0.126592,-0.918854
-1.15716,0.126592,-0.915664
-1.14915,0.126592,-0.912416
-1.14114,0.126592,-0.909109
-1.13313,0.126592,-0.905745
-1.12513,0.126592,-0.902322
-1.11712,0.126592,-0.898841
-1.10911,0.126592,-0.895302
-1.1011,0.126592,-0.891706
-1.09309,0.126592,-0.888053
-1.08509,0.126592,-0.884343
-1.07708,0.126592,-0.880576
-1.06907,0.126592,-0.876753
-1.06106,0.126592,-0.872874
-1.05305,0.126592,-0.868938
-1.04505,0.126592,-0.864947
-1.03704,0.126592,-0.860901
-1.02903,0.126592,-0.856799
-1.02102,0.126592,-0.852642
-1.01301,0.126592,-0.848431
-1.00501,0.126592,-0.844165
-0.996997,0.126592,-0.839845
-0.988989,0.126592,-0.835471
-0.980981,0.126592,-0.831043
-0.972973,0.126592,-0.826563
-0.964965,0.126592,-0.822029
-0.956957,0.126592,-0.817443
-0.948949,0.126592,-0.812804
-0.940941,0.126592,-0.808113
-0.932933,0.126592,-0.80337
-0.924925,0.126592,-0.798576
-0.916917,0.126592,-0.79373
-0.908909,0.126592,-0.788834
-0.900901,0.126592,-0.783887
-0.892893,0.126592,-0.778889
-0.884885,0.126592,-0.773842
-0.876877,0.126592,-0.768745
-0.868869,0.126592,-0.763599
-0.860861,0.126592,-0.758404
-0.852853,0.126592,-0.75316
-0.844845,0.126592,-0.747868
-0.836837,0.126592,-0.742528
-0.828829,0.126592,-0.73714
-0.820821,0.126592,-0.731706
-0.812813,0.126592,-0.726224
-0.804805,0.126592,-0.720695
-0.796797,0.126592,-0.715121
-0.788789,0.126592,-0.7095
-0.780781,0.126592,-0.703834
-0.772773,0.126592,-0.698123
-0.764765,0.126592,-0.692367
-0.756757,0.126592,-0.686567
-0.748749,0.126592,-0.680723
-0.740741,0.126592,-0.674835
-0.732733,0.126592,-0.668904
-0.724725,0.126592,-0.662929
-0.716717,0.126592,-0.656913
-0.708709,0.126592,-0.650854
-0.700701,0.126592,-0.644753
-0.692693,0.126592,-0.638612
-0.684685,0.126592,-0.632429
-0.676677,0.126592,-0.626205
-0.668669,0.126592,-0.619942
-0.660661,0.126592,-0.613639
-0.652653,0.126592,-0.607296
-0.644645,0.126592,-0.600914
-0.636637,0.126592,-0.594494
-0.628629,0.126592,-0.588036
-0.620621,0.126592,-0.58154
-0.612613,0.126592,-0.575007
-0.604605,0.126592,-0.568437
-0.596597,0.126592,-0.56183
-0.588589,0.126592,-0.555188
-0.580581,0.126592,-0.548509
-0.572573,0.126592,-0.541796
-0.564565,0.126592,-0.535048
-0.556557,0.126592,-0.528266
-0.548549,0.126592,-0.521449
-0.540541,0.126592,-0.5146
-0.532533,0.126592,-0.507717
-0.524525,0.126592,-0.500802
-0.516517,0.126592,-0.493854
-0.508509,0.126592,-0.486875
-0.500501,0.126592,-0.479865
-0.492492,0.126592,-0.472824
-0.484484,0.126592,-0.465752
-0.476476,0.126592,-0.458651
-0.468468,0.126592,-0.45152
-0.46046,0.126592,-0.444361
-0.452452,0.126592,-0.437173
-0.444444,0.126592,-0.429956
-0.436436,0.126592,-0.422713
-0.428428,0.126592,-0.415442
-0.42042,0.126592,-0.408144
-0.412412,0.126592,-0.400821
-0.404404,0.126592,-0.393471
-0.396396,0.126592,-0.386097
-0.388388,0.126592,-0.378697
-0.38038,0.126592,-0.371274
-0.372372,0.126592,-0.363826
-0.364364,0.126592,-0.356355
-0.356356,0.126592,-0.348862
-0.348348,0.126592,-0.341346
-0.34034,0.126592,-0.333808
-0.332332,0.126592,-0.326249
-0.324324,0.126592,-0.318668
-0.316316,0.126592,-0.311068
-0.308308,0.126592,-0.303447
-0.3003,0.126592,-0.295807
-0.292292,0.126592,-0.288148
-0.284284,0.126592,-0.280471
-0.276276,0.126592,-0.272775
-0.268268,0.126592,-0.265062
-0.26026,0.126592,-0.257332
-0.252252,0.126592,-0.249586
-0.244244,0.126592,-0.241823
-0.236236,0.126592,-0.234045
-0.228228,0.126592,-0.226252
-0.22022,0.126592,-0.218445
-0.212212,0.126592,-0.210623
-0.204204,0.126592,-0.202788
-0.196196,0.126592,-0.19494
-0.188188,0.126592,-0.187079
-0.18018,0.126592,-0.179207
-0.172172,0.126592,-0.171323
-0.164164,0.126592,-0.163428
-0.156156,0.126592,-0.155522
-0.148148,0.126592,-0.147607
-0.14014,0.126592,-0.139682
-0.132132,0.126592,-0.131748
-0.124124,0.126592,-0.123806
-0.116116,0.126592,-0.115855
-0.108108,0.126592,-0.107898
-0.1001,0.126592,-0.099933
-0.0920921,0.126592,-0.091962
-0.0840841,0.126592,-0.083985
-0.0760761,0.126592,-0.0760027
-0.0680681,0.126592,-0.0680155
-0.0600601,0.126592,-0.060024
-0.0520521,0.126592,-0.0520286
-0.044044,0.126592,-0.0440298
-0.036036,0.126592,-0.0360282
-0.028028,0.126592,-0.0280244
-0.02002,0.126592,-0.0200187
-0.012012,0.126592,-0.0120117
-0.004004,0.126592,-0.00400399
0.004004,0.126592,0.00400399
0.012012,0.126592,0.0120117
0.02002,0.126592,0.0200187
0.028028,0.126592,0.0280244
0.036036,0.126592,0.0360282
0.044044,0.126592,0.0440298
0.0520521,0.126592,0.0520286
0.0600601,0.126592,0.060024
0.0680681,0.126592,0.0680155
0.0760761,0.126592,0.0760027
0.0840841,0.126592,0.083985
0.0920921,0.126592,0.091962
0.1001,0.126592,0.099933
0.108108,0.126592,0.107898
0.116116,0.126592,0.115855
0.124124,0.126592,0.123806
0.132132,0.126592,0.131748
0.14014,0.126592,0.139682
0.148148,0.126592,0.147607
0.156156,0.126592,0.155522
0.164164,0.126592,0.163428
0.172172,0.126592,0.171323
0.18018,0.126592,0.179207
0.188188,0.126592,0.187079
0.196196,0.126592,0.19494
0.204204,0.126592,0.202788
0.212212,0.126592,0.210623
0.22022,0.126592,0.218445
0.228228,0.126592,0.226252
0.236236,0.126592,0.234045
0.244244,0.126592,0.241823
0.252252,0.126592,0.249586
0.26026,0.126592,0.257332
0.268268,0.126592,0.265062
0.276276,0.126592,0.272775
0.284284,0.126592,0.280471
0.292292,0.126592,0.288148
0.3003,0.126592,0.295807
0.308308,0.126592,0.303447
0.316316,0.126592,0.311068
0.324324,0.126592,0.318668
0.332332,0.126592,0.326249
0.34034,0.126592,0.333808
0.348348,0.126592,0.341346
0.356356,0.126592,0.348862
0.364364,0.126592,0.356355
0.372372,0.126592,0.363826
0.38038,0.126592,0.371274
0.388388,0.126592,0.378697
0.396396,0.126592,0.386097
0.404404,0.126592,0.393471
0.412412,0.126592,0.400821
0.42042,0.126592,0.408144
0.428428,0.126592,0.415442
0.436436,0.126592,0.422713
0.444444,0.126592,0.429956
0.452452,0.126592,0.437173
0.46046,0.126592,0.444361
0.468468,0.126592,0.45152
0.476476,0.126592,0.458651
0.484484,0.126592,0.465752
0.492492,0.126592,0.472824
0.500501,0.126592,0.479865
0.508509,0.126592,0.486875
0.516517,0.126592,0.493854
0.524525,0.126592,0.500802
0.532533,0.126592,0.507717
0.540541,0.126592,0.5146
0.548549,0.126592,0.521449
0.556557,0.126592,0.528266
0.564565,0.126592,0.535048
0.572573,0.126592,0.541796
0.580581,0.126592,0.548509
0.588589,0.126592,0.555188
0.596597,0.126592,0.56183
0.604605,0.126592,0.568437
0.612613,0.126592,0.575007
0.620621,0.126592,0.58154
0.628629,0.126592,0.588036
0.636637,0.126592,0.594494
0.644645,0.126592,0.600914
0.652653,0.126592,0.607296
0.660661,0.126592,0.613639
0.668669,0.126592,0.619942
0.676677,0.126592,0.626205
0.684685,0.126592,0.632429
0.692693,0.126592,0.638612
0.700701,0.126592,0.644753
0.708709,0.126592,0.650854
0.716717,0.126592,0.656913
0.724725,0.126592,0.662929
0.732733,0.126592,0.668904
0.740741,0.126592,0.674835
0.748749,0.126592,0.680723
0.756757,0.126592,0.686567
0.764765,0.126592,0.692367
0.772773,0.126592,0.698123
0.780781,0.126592,0.703834
0.788789,0.126592,0.7095
0.796797,0.126592,0.715121
0.804805,0.126592,0.720695
0.812813,0.126592,0.726224
0.820821,0.126592,0.731706
0.828829,0.126592,0.73714
0.836837,0.126592,0.742528
0.844845,0.126592,0.747868
0.852853,0.126592,0.75316
0.860861,0.126592,0.758404
0.868869,0.126592,0.763599
0.876877,0.126592,0.768745
0.884885,0.126592,0.773842
0.892893,0.126592,0.778889
0.900901,0.126592,0.783887
0.908909,0.126592,0.788834
0.916917,0.126592,0.79373
0.924925,0.126592,0.798576
0.932933,0.126592,0.80337
0.940941,0.126592,0.808113
0.948949,0.126592,0.812804
0.956957,0.126592,0.817443
0.964965,0.126592,0.822029
0.972973,0.126592,0.826563
0.980981,0.126592,0.831043
0.988989,0.126592,0.835471
0.996997,0.126592,0.839845
1.00501,0.126592,0.844165
1.01301,0.126592,0.848431
1.02102,0.126592,0.852642
1.02903,0.126592,0.856799
1.03704,0.126592,0.860901
1.04505,0.126592,0.864947
1.05305,0.126592,0.868938
1.06106,0.126592,0.872874
1.06907,0.126592,0.876753
1.07708,0.126592,0.880576
1.08509,0.126592,0.884343
1.09309,0.126592,0.888053
1.1011,0.126592,0.891706
1.10911,0.126592,0.895302
1.11712,0.126592,0.898841
1.12513,0.126592,0.902322
1.13313,0.126592,0.905745
1.14114,0.126592,0.909109
1.14915,0.126592,0.912416
1.15716,0.126592,0.915664
1.16517,0.126592,0.918854
1.17317,0.126592,0.921984
1.18118,0.126592,0.925055
1.18919,0.126592,0.928067
1.1972,0.126592,0.93102
1.20521,0.126592,0.933913
1.21321,0.126592,0.936745
1.22122,0.126592,0.939518
1.22923,0.126592,0.942231
1.23724,0.126592,0.944883
1.24525,0.126592,0.947475
1.25325,0.126592,0.950005
1.26126,0.126592,0.952475
1.26927,0.126592,0.954884
1.27728,0.126592,0.957232
1.28529,0.126592,0.959518
1.29329,0.126592,0.961742
1.3013,0.126592,0.963905
1.30931,0.126592,0.966007
1.31732,0.126592,0.968046
1.32533,0.126592,0.970023
1.33333,0.126592,0.971938
1.34134,0.126592,0.973791
1.34935,0.126592,0.975581
1.35736,0.126592,0.977308
1.36537,0.126592,0.978973
1.37337,0.126592,0.980575
1.38138,0.126592,0.982115
1.38939,0.126592,0.983591
1.3974,0.126592,0.985004
1.40541,0.126592,0.986354
1.41341,0.126592,0.987641
1.42142,0.126592,0.988864
1.42943,0.126592,0.990024
1.43744,0.126592,0.991121
1.44545,0.126592,0.992154
1.45345,0.126592,0.993123
1.46146,0.126592,0.994029
1.46947,0.126592,0.994871
1.47748,0.126592,0.995649
1.48549,0.126592,0.996363
1.49349,0.126592,0.997014
1.5015,0.126592,0.9976
1.50951,0.126592,0.998123
1.51752,0.126592,0.998581
1.52553,0.126592,0.998975
1.53353,0.126592,0.999306
1.54154,0.126592,0.999572
1.54955,0.126592,0.999774
1.55756,0.126592,0.999912
1.56557,0.126592,0.999986
1.57357,0.126592,0.999996
1.58158,0.126592,0.999942
1.58959,0.126592,0.999823
1.5976,0.126592,0.999641
1.60561,0.126592,0.999394
1.61361,0.126592,0.999083
1.62162,0.126592,0.998709
1.62963,0.126592,0.99827
1.63764,0.126592,0.997767
1.64565,0.126592,0.9972
1.65365,0.126592,0.996569
1.66166,0.126592,0.995875
1.66967,0.126592,0.995116
1.67768,0.126592,0.994294
1.68569,0.126592,0.993407
1.69369,0.126592,0.992458
1.7017,0.126592,0.991444
1.70971,0.126592,0.990367
1.71772,0.126592,0.989226
1.72573,0.126592,0.988022
1.73373,0.126592,0.986755
1.74174,0.126592,0.985424
1.74975,0.126592,0.984031
1.75776,0.126592,0.982574
1.76577,0.126592,0.981054
1.77377,0.126592,0.979471
1.78178,0.126592,0.977825
1.78979,0.126592,0.976117
1.7978,0.126592,0.974346
1.80581,0.126592,0.972512
1.81381,0.126592,0.970616
1.82182,0.126592,0.968658
1.82983,0.126592,0.966638
1.83784,0.126592,0.964556
1.84585,0.126592,0.962412
1.85385,0.126592,0.960206
1.86186,0.126592,0.957939
1.86987,0.126592,0.95561
1.87788,0.126592,0.95322
1.88589,0.126592,0.950769
1.89389,0.126592,0.948256
1.9019,0.126592,0.945684
1.90991,0.126592,0.94305
1.91792,0.126592,0.940356
1.92593,0.126592,0.937601
1.93393,0.126592,0.934787
1.94194,0.126592,0.931912
1.94995,0.126592,0.928978
1.95796,0.126592,0.925984
1.96597,0.126592,0.922931
1.97397,0.126592,0.919819
1.98198,0.126592,0.916648
1.98999,0.126592,0.913417
1.998,0.126592,0.910129
2.00601,0.126592,0.906782
2.01401,0.126592,0.903376
2.02202,0.126592,0.899913
2.03003,0.126592,0.896392
2.03804,0.126592,0.892814
2.04605,0.126592,0.889178
2.05405,0.126592,0.885486
2.06206,0.126592,0.881736
2.07007,0.126592,0.877931
2.07808,0.126592,0.874068
2.08609,0.126592,0.87015
2.09409,0.126592,0.866176
2.1021,0.126592,0.862146
2.11011,0.126592,0.858061
2.11812,0.126592,0.853921
2.12613,0.126592,0.849727
2.13413,0.126592,0.845477
2.14214,0.126592,0.841174
2.15015,0.126592,0.836817
2.15816,0.126592,0.832406
2.16617,0.126592,0.827941
2.17417,0.126592,0.823424
2.18218,0.126592,0.818853
2.19019,0.126592,0.81423
2.1982,0.126592,0.809555
2.20621,0.126592,0.804828
2.21421,0.126592,0.80005
2.22222,0.126592,0.79522
2.23023,0.126592,0.790339
2.23824,0.126592,0.785408
2.24625,0.126592,0.780426
2.25425,0.126592,0.775394
2.26226,0.126592,0.770312
2.27027,0.126592,0.765181
2.27828,0.126592,0.760001
2.28629,0.126592,0.754772
2.29429,0.126592,0.749495
2.3023,0.126592,0.744169
2.31031,0.126592,0.738796
2.31832,0.126592,0.733376
2.32633,0.126592,0.727908
2.33433,0.126592,0.722394
2.34234,0.126592,0.716834
2.35035,0.126592,0.711227
2.35836,0.126592,0.705575
2.36637,0.126592,0.699878
2.37437,0.126592,0.694136
2.38238,0.126592,0.688349
2.39039,0.126592,0.682518
2.3984,0.126592,0.676643
2.40641,0.126592,0.670725
2.41441,0.126592,0.664764
2.42242,0.126592,0.658761
2.43043,0.126592,0.652715
2.43844,0.126592,0.646627
2.44645,0.126592,0.640498
2.45445,0.126592,0.634327
2.46246,0.126592,0.628116
2.47047,0.126592,0.621865
2.47848,0.126592,0.615574
2.48649,0.126592,0.609243
2.49449,0.126592,0.602874
2.5025,0.126592,0.596465
2.51051,0.126592,0.590019
2.51852,0.126592,0.583534
2.52653,0.126592,0.577013
2.53453,0.126592,0.570454
2.54254,0.126592,0.563858
2.55055,0.126592,0.557227
2.55856,0.126592,0.550559
2.56657,0.126592,0.543857
2.57457,0.126592,0.537119
2.58258,0.126592,0.530347
2.59059,0.126592,0.523541
2.5986,0.126592,0.516702
2.60661,0.126592,0.509829
2.61461,0.126592,0.502924
2.62262,0.126592,0.495986
2.63063,0.126592,0.489017
2.63864,0.126592,0.482016
2.64665,0.126592,0.474984
2.65465,0.126592,0.467922
2.66266,0.126592,0.46083
2.67067,0.126592,0.453708
2.67868,0.126592,0.446557
2.68669,0.126592,0.439378
2.69469,0.126592,0.43217
2.7027,0.126592,0.424935
2.71071,0.126592,0.417672
2.71872,0.126592,0.410383
2.72673,0.126592,0.403067
2.73473,0.126592,0.395726
2.74274,0.126592,0.388359
2.75075,0.126592,0.380967
2.75876,0.126592,0.373551
2.76677,0.126592,0.366111
2.77477,0.126592,0.358647
2.78278,0.126592,0.35116
2.79079,0.126592,0.343651
2.7988,0.126592,0.33612
2.80681,0.126592,0.328567
2.81481,0.126592,0.320993
2.82282,0.126592,0.313399
2.83083,0.126592,0.305784
2.83884,0.126592,0.29815
2.84685,0.126592,0.290497
2.85485,0.126592,0.282825
2.86286,0.126592,0.275135
2.87087,0.126592,0.267427
2.87888,0.126592,0.259702
2.88689,0.126592,0.251961
2.89489,0.126592,0.244203
2.9029,0.126592,0.23643
2.91091,0.126592,0.228641
2.91892,0.126592,0.220838
2.92693,0.126592,0.213021
2.93493,0.126592,0.20519
2.94294,0.126592,0.197346
2.95095,0.126592,0.189489
