x,y1,y2
-3.24725,-1,-3.24725
-3.23924,-1,-3.23924
-3.23123,-1,-3.23123
-3.22322,-1,-3.22322
-3.21522,-1,-3.21522
-3.20721,-1,-3.20721
-3.1992,-1,-3.1992
-3.19119,-1,-3.19119
-3.18318,-1,-3.18318
-3.17518,-1,-3.17518
-3.16717,-1,-3.16717
-3.15916,-1,-3.15916
-3.15115,-1,-3.15115
-3.14314,-1,-3.14314
-3.13514,-1,-3.13514
-3.12713,-1,-3.12713
-3.11912,-1,-3.11912
-3.11111,-1,-3.11111
-3.1031,-1,-3.1031
-3.0951,-1,-3.0951
-3.08709,-1,-3.08709
-3.07908,-1,-3.07908
-3.07107,-1,-3.07107
-3.06306,-1,-3.06306
-3.05506,-1,-3.05506
-3.04705,-1,-3.04705
-3.03904,-1,-3.03904
-3.03103,-1,-3.03103
-3.02302,-1,-3.02302
-3.01502,-1,-3.01502
-3.00701,-1,-3.00701
-2.999,-1,-2.999
-2.99099,-1,-2.99099
-2.98298,-1,-2.98298
-2.97497,-1,-2.97497
-2.96697,-1,-2.96697
-2.95896,-1,-2.95896
-2.95095,-1,-2.95095
-2.94294,-1,-2.94294
-2.93493,-1,-2.93493
-2.92693,-1,-2.92693
-2.91892,-1,-2.91892
-2.91091,-1,-2.91091
-2.9029,-1,-2.9029
-2.89489,-1,-2.89489
-2.88689,-1,-2.88689
-2.87888,-1,-2.87888
-2.87087,-1,-2.87087
-2.86286,-1,-2.86286
-2.85485,-1,-2.85485
-2.84685,-1,-2.84685
-2.83884,-1,-2.83884
-2.83083,-1,-2.83083
-2.82282,-1,-2.82282
-2.81481,-1,-2.81481
-2.80681,-1,-2.80681
-2.7988,-1,-2.7988
-2.79079,-1,-2.79079
-2.78278,-1,-2.78278
-2.77477,-1,-2.77477
-2.76677,-1,-2.76677
-2.75876,-1,-2.75876
-2.75075,-1,-2.75075
-2.74274,-1,-2.74274
-2.73473,-1,-2.73473
-2.72673,-1,-2.72673
-2.71872,-1,-2.71872
-2.71071,-1,-2.71071
-2.7027,-1,-2.7027
-2.69469,-1,-2.69469
-2.68669,-1,-2.68669
-2.67868,-1,-2.67868
-2.67067,-1,-2.67067
-2.66266,-1,-2.66266
-2.65465,-1,-2.65465
-2.64665,-1,-2.64665
-2.63864,-1,-2.63864
-2.63063,-1,-2.63063
-2.62262,-1,-2.62262
-2.61461,-1,-2.61461
-2.60661,-1,-2.60661
-2.5986,-1,-2.5986
-2.59059,-1,-2.59059
-2.58258,-1,-2.58258
-2.57457,-1,-2.57457
-2.56657,-1,-2.56657
-2.55856,-1,-2.55856
-2.55055,-1,-2.55055
-2.54254,-1,-2.54254
-2.53453,-1,-2.53453
-2.52653,-1,-2.52653
-2.51852,-1,-2.51852
-2.51051,-1,-2.51051
-2.5025,-1,-2.5025
-2.49449,-1,-2.49449
-2.48649,-1,-2.48649
-2.47848,-1,-2.47848
-2.47047,-1,-2.47047
-2.46246,-1,-2.46246
-2.45445,-1,-2.45445
-2.44645,-1,-2.44645
-2.43844,-1,-2.43844
-2.43043,-1,-2.43043
-2.42242,-1,-2.42242
-2.41441,-1,-2.41441
-2.40641,-1,-2.40641
-2.3984,-1,-2.3984
-2.39039,-1,-2.39039
-2.38238,-1,-2.38238
-2.37437,-1,-2.37437
-2.36637,-1,-2.36637
-2.35836,-1,-2.35836
-2.35035,-1,-2.35035
-2.34234,-1,-2.34234
-2.33433,-1,-2.33433
-2.32633,-1,-2.32633
-2.31832,-1,-2.31832
-2.31031,-1,-2.31031
-2.3023,-1,-2.3023
-2.29429,-1,-2.29429
-2.28629,-1,-2.28629
-2.27828,-1,-2.27828
-2.27027,-1,-2.27027
-2.26226,-1,-2.26226
-2.25425,-1,-2.25425
-2.24625,-1,-2.24625
-2.23824,-1,-2.23824
-2.23023,-1,-2.23023
-2.22222,-1,-2.22222
-2.21421,-1,-2.21421
-2.20621,-1,-2.20621
-2.1982,-1,-2.1982
-2.19019,-1,-2.19019
-2.18218,-1,-2.18218
-2.17417,-1,-2.17417
-2.16617,-1,-2.16617
-2.15816,-1,-2.15816
-2.15015,-1,-2.15015
-2.14214,-1,-2.14214
-2.13413,-1,-2.13413
-2.12613,-1,-2.12613
-2.11812,-1,-2.11812
-2.11011,-1,-2.11011
-2.1021,-1,-2.1021
-2.09409,-1,-2.09409
-2.08609,-1,-2.08609
-2.07808,-1,-2.07808
-2.07007,-1,-2.07007
-2.06206,-1,-2.06206
-2.05405,-1,-2.05405
-2.04605,-1,-2.04605
-2.03804,-1,-2.03804
-2.03003,-1,-2.03003
-2.02202,-1,-2.02202
-2.01401,-1,-2.01401
-2.00601,-1,-2.00601
-1.998,-1,-1.998
-1.98999,-1,-1.98999
-1.98198,-1,-1.98198
-1.97397,-1,-1.97397
-1.96597,-1,-1.96597
-1.95796,-1,-1.95796
-1.94995,-1,-1.94995
-1.94194,-1,-1.94194
-1.93393,-1,-1.93393
-1.92593,-1,-1.92593
-1.91792,-1,-1.91792
-1.90991,-1,-1.90991
-1.9019,-1,-1.9019
-1.89389,-1,-1.89389
-1.88589,-1,-1.88589
-1.87788,-1,-1.87788
-1.86987,-1,-1.86987
-1.86186,-1,-1.86186
-1.85385,-1,-1.85385
-1.84585,-1,-1.84585
-1.83784,-1,-1.83784
-1.82983,-1,-1.82983
-1.82182,-1,-1.82182
-1.81381,-1,-1.81381
-1.80581,-1,-1.80581
-1.7978,-1,-1.7978
-1.78979,-1,-1.78979
-1.78178,-1,-1.78178
-1.77377,-1,-1.77377
-1.76577,-1,-1.76577
-1.75776,-1,-1.75776
-1.74975,-1,-1.74975
-1.74174,-1,-1.74174
-1.73373,-1,-1.73373
-1.72573,-1,-1.72573
-1.71772,-1,-1.71772
-1.70971,-1,-1.70971
-1.7017,-1,-1.7017
-1.69369,-1,-1.69369
-1.68569,-1,-1.68569
-1.67768,-1,-1.67768
-1.66967,-1,-1.66967
-1.66166,-1,-1.66166
-1.65365,-1,-1.65365
-1.64565,-1,-1.64565
-1.63764,-1,-1.63764
-1.62963,-1,-1.62963
-1.62162,-1,-1.62162
-1.61361,-1,-1.61361
-1.60561,-1,-1.60561
-1.5976,-1,-1.5976
-1.58959,-1,-1.58959
-1.58158,-1,-1.58158
-1.57357,-1,-1.57357
-1.56557,-1,-1.56557
-1.55756,-1,-1.55756
-1.54955,-1,-1.54955
-1.54154,-1,-1.54154
-1.53353,-1,-1.53353
-1.52553,-1,-1.52553
-1.51752,-1,-1.51752
-1.50951,-1,-1.50951
-1.5015,-1,-1.5015
-1.49349,-1,-1.49349
-1.48549,-1,-1.48549
-1.47748,-1,-1.47748
-1.46947,-1,-1.46947
-1.46146,-1,-1.46146
-1.45345,-1,-1.45345
-1.44545,-1,-1.44545
-1.43744,-1,-1.43744
-1.42943,-1,-1.42943
-1.42142,-1,-1.42142
-1.41341,-1,-1.41341
-1.40541,-1,-1.40541
-1.3974,-1,-1.3974
-1.38939,-1,-1.38939
-1.38138,-1,-1.38138
-1.37337,-1,-1.37337
-1.36537,-1,-1.36537
-1.35736,-1,-1.35736
-1.34935,-1,-1.34935
-1.34134,-1,-1.34134
-1.33333,-1,-1.33333
-1.32533,-1,-1.32533
-1.31732,-1,-1.31732
-1.30931,-1,-1.30931
-1.3013,-1,-1.3013
-1.29329,-1,-1.29329
-1.28529,-1,-1.28529
-1.27728,-1,-1.27728
-1.26927,-1,-1.26927
-1.26126,-1,-1.26126
-1.25325,-1,-1.25325
-1.24525,-1,-1.24525
-1.23724,-1,-1.23724
-1.22923,-1,-1.22923
-1.22122,-1,-1.22122
-1.21321,-1,-1.21321
-1.20521,-1,-1.20521
-1.1972,-1,-1.1972
-1.18919,-1,-1.18919
-1.18118,-1,-1.18118
-1.17317,-1,-1.17317
-1.16517,-1,-1.16517
-1.15716,-1,-1.15716
-1.14915,-1,-1.14915
-1.14114,-1,-1.14114
-1.13313,-1,-1.13313
-1.12513,-1,-1.12513
-1.11712,-1,-1.11712
-1.10911,-1,-1.10911
-1.1011,-1,-1.1011
-1.09309,-1,-1.09309
-1.08509,-1,-1.08509
-1.07708,-1,-1.07708
-1.06907,-1,-1.06907
-1.06106,-1,-1.06106
-1.05305,-1,-1.05305
-1.04505,-1,-1.04505
-1.03704,-1,-1.03704
-1.02903,-1,-1.02903
-1.02102,-1,-1.02102
-1.01301,-1,-1.01301
-1.00501,-1,-1.00501
-0.996997,-0.996997,-0.996997
-0.988989,-0.988989,-0.988989
-0.980981,-0.980981,-0.980981
-0.972973,-0.972973,-0.972973
-0.964965,-0.964965,-0.964965
-0.956957,-0.956957,-0.956957
-0.948949,-0.948949,-0.948949
-0.940941,-0.940941,-0.940941
-0.932933,-0.932933,-0.932933
-0.924925,-0.924925,-0.924925
-0.916917,-0.916917,-0.916917
-0.908909,-0.908909,-0.908909
-0.900901,-0.900901,-0.900901
-0.892893,-0.892893,-0.892893
-0.884885,-0.884885,-0.884885
-0.876877,-0.876877,-0.876877
-0.868869,-0.868869,-0.868869
-0.860861,-0.860861,-0.860861
-0.852853,-0.852853,-0.852853
-0.844845,-0.844845,-0.844845
-0.836837,-0.836837,-0.836837
-0.828829,-0.828829,-0.828829
-0.820821,-0.820821,-0.820821
-0.812813,-0.812813,-0.812813
-0.804805,-0.804805,-0.804805
-0.796797,-0.796797,-0.796797
-0.788789,-0.788789,-0.788789
-0.780781,-0.780781,-0.780781
-0.772773,-0.772773,-0.772773
-0.764765,-0.764765,-0.764765
-0.756757,-0.756757,-0.756757
-0.748749,-0.748749,-0.748749
-0.740741,-0.740741,-0.740741
-0.732733,-0.732733,-0.732733
-0.724725,-0.724725,-0.724725
-0.716717,-0.716717,-0.716717
-0.708709,-0.708709,-0.708709
-0.700701,-0.700701,-0.700701
-0.692693,-0.692693,-0.692693
-0.684685,-0.684685,-0.684685
-0.676677,-0.676677,-0.676677
-0.668669,-0.668669,-0.668669
-0.660661,-0.660661,-0.660661
-0.652653,-0.652653,-0.652653
-0.644645,-0.644645,-0.644645
-0.636637,-0.636637,-0.636637
-0.628629,-0.628629,-0.628629
-0.620621,-0.620621,-0.620621
-0.612613,-0.612613,-0.612613
-0.604605,-0.604605,-0.604605
-0.596597,-0.596597,-0.596597
-0.588589,-0.588589,-0.588589
-0.580581,-0.580581,-0.580581
-0.572573,-0.572573,-0.572573
-0.564565,-0.564565,-0.564565
-0.556557,-0.556557,-0.556557
-0.548549,-0.548549,-0.548549
-0.540541,-0.540541,-0.540541
-0.532533,-0.532533,-0.532533
-0.524525,-0.524525,-0.524525
-0.516517,-0.516517,-0.516517
-0.508509,-0.508509,-0.508509
-0.500501,-0.500501,-0.500501
-0.492492,-0.492492,-0.492492
-0.484484,-0.484484,-0.484484
-0.476476,-0.476476,-0.476476
-0.468468,-0.468468,-0.468468
-0.46046,-0.46046,-0.46046
-0.452452,-0.452452,-0.452452
-0.444444,-0.444444,-0.444444
-0.436436,-0.436436,-0.436436
-0.428428,-0.428428,-0.428428
-0.42042,-0.42042,-0.42042
-0.412412,-0.412412,-0.412412
-0.404404,-0.404404,-0.404404
-0.396396,-0.396396,-0.396396
-0.388388,-0.388388,-0.388388
-0.38038,-0.38038,-0.38038
-0.372372,-0.372372,-0.372372
-0.364364,-0.364364,-0.364364
-0.356356,-0.356356,-0.356356
-0.348348,-0.348348,-0.348348
-0.34034,-0.34034,-0.34034
-0.332332,-0.332332,-0.332332
-0.324324,-0.324324,-0.324324
-0.316316,-0.316316,-0.316316
-0.308308,-0.308308,-0.308308
-0.3003,-0.3003,-0.3003
-0.292292,-0.292292,-0.292292
-0.284284,-0.284284,-0.284284
-0.276276,-0.276276,-0.276276
-0.268268,-0.268268,-0.268268
-0.26026,-0.26026,-0.26026
-0.252252,-0.252252,-0.252252
-0.244244,-0.244244,-0.244244
-0.236236,-0.236236,-0.236236
-0.228228,-0.228228,-0.228228
-0.22022,-0.22022,-0.22022
-0.212212,-0.212212,-0.212212
-0.204204,-0.204204,-0.204204
-0.196196,-0.196196,-0.196196
-0.188188,-0.188188,-0.188188
-0.18018,-0.18018,-0.18018
-0.172172,-0.172172,-0.172172
-0.164164,-0.164164,-0.164164
-0.156156,-0.156156,-0.156156
-0.148148,-0.148148,-0.148148
-0.14014,-0.14014,-0.14014
-0.132132,-0.132132,-0.132132
-0.124124,-0.124124,-0.124124
-0.116116,-0.116116,-0.116116
-0.108108,-0.108108,-0.108108
-0.1001,-0.1001,-0.1001
-0.0920921,-0.0920921,-0.0920921
-0.0840841,-0.0840841,-0.0840841
-0.0760761,-0.0760761,-0.0760761
-0.0680681,-0.0680681,-0.0680681
-0.0600601,-0.0600601,-0.0600601
-0.0520521,-0.0520521,-0.0520521
-0.044044,-0.044044,-0.044044
-0.036036,-0.036036,-0.036036
-0.028028,-0.028028,-0.028028
-0.02002,-0.02002,-0.02002
-0.012012,-0.012012,-0.012012
-0.004004,-0.004004,-0.004004
0.004004,0.004004,0.004004
0.012012,0.012012,0.012012
0.02002,0.02002,0.02002
0.028028,0.028028,0.028028
0.036036,0.036036,0.036036
0.044044,0.044044,0.044044
0.0520521,0.0520521,0.0520521
0.0600601,0.0600601,0.0600601
0.0680681,0.0680681,0.0680681
0.0760761,0.0760761,0.0760761
0.0840841,0.0840841,0.0840841
0.0920921,0.0920921,0.0920921
0.1001,0.1001,0.1001
0.108108,0.108108,0.108108
0.116116,0.116116,0.116116
0.124124,0.124124,0.124124
0.132132,0.132132,0.132132
0.14014,0.14014,0.14014
0.148148,0.148148,0.148148
0.156156,0.156156,0.156156
0.164164,0.164164,0.164164
0.172172,0.172172,0.172172
0.18018,0.18018,0.18018
0.188188,0.188188,0.188188
0.196196,0.196196,0.196196
0.204204,0.204204,0.204204
0.212212,0.212212,0.212212
0.22022,0.22022,0.22022
0.228228,0.228228,0.228228
0.236236,0.236236,0.236236
0.244244,0.244244,0.244244
0.252252,0.252252,0.252252
0.26026,0.26026,0.26026
0.268268,0.268268,0.268268
0.276276,0.276276,0.276276
0.284284,0.284284,0.284284
0.292292,0.292292,0.292292
0.3003,0.3003,0.3003
0.308308,0.308308,0.308308
0.316316,0.316316,0.316316
0.324324,0.324324,0.324324
0.332332,0.332332,0.332332
0.34034,0.34034,0.34034
0.348348,0.348348,0.348348
0.356356,0.356356,0.356356
0.364364,0.364364,0.364364
0.372372,0.372372,0.372372
0.38038,0.38038,0.38038
0.388388,0.388388,0.388388
0.396396,0.396396,0.396396
0.404404,0.404404,0.404404
0.412412,0.412412,0.412412
0.42042,0.42042,0.42042
0.428428,0.428428,0.428428
0.436436,0.436436,0.436436
0.444444,0.444444,0.444444
0.452452,0.452452,0.452452
0.46046,0.46046,0.46046
0.468468,0.468468,0.468468
0.476476,0.476476,0.476476
0.484484,0.484484,0.484484
0.492492,0.492492,0.492492
0.500501,0.500501,0.500501
0.508509,0.508509,0.508509
0.516517,0.516517,0.516517
0.524525,0.524525,0.524525
0.532533,0.532533,0.532533
0.540541,0.540541,0.540541
0.548549,0.548549,0.548549
0.556557,0.556557,0.556557
0.564565,0.564565,0.564565
0.572573,0.572573,0.572573
0.580581,0.580581,0.580581
0.588589,0.588589,0.588589
0.596597,0.596597,0.596597
0.604605,0.604605,0.604605
0.612613,0.612613,0.612613
0.620621,0.620621,0.620621
0.628629,0.628629,0.628629
0.636637,0.636637,0.636637
0.644645,0.644645,0.644645
0.652653,0.652653,0.652653
0.660661,0.660661,0.660661
0.668669,0.668669,0.668669
0.676677,0.676677,0.676677
0.684685,0.684685,0.684685
0.692693,0.692693,0.692693
0.700701,0.700701,0.700701
0.708709,0.708709,0.708709
0.716717,0.716717,0.716717
0.724725,0.724725,0.724725
0.732733,0.732733,0.732733
0.740741,0.740741,0.740741
0.748749,0.748749,0.748749
0.756757,0.756757,0.756757
0.764765,0.764765,0.764765
0.772773,0.772773,0.772773
0.780781,0.780781,0.780781
0.788789,0.788789,0.788789
0.796797,0.796797,0.796797
0.804805,0.804805,0.804805
0.812813,0.812813,0.812813
0.820821,0.820821,0.820821
0.828829,0.828829,0.828829
0.836837,0.836837,0.836837
0.844845,0.844845,0.844845
0.852853,0.852853,0.852853
0.860861,0.860861,0.860861
0.868869,0.868869,0.868869
0.876877,0.876877,0.876877
0.884885,0.884885,0.884885
0.892893,0.892893,0.892893
0.900901,0.900901,0.900901
0.908909,0.908909,0.908909
0.916917,0.916917,0.916917
0.924925,0.924925,0.924925
0.932933,0.932933,0.932933
0.940941,0.940941,0.940941
0.948949,0.948949,0.948949
0.956957,0.956957,0.956957
0.964965,0.964965,0.964965
0.972973,0.972973,0.972973
0.980981,0.980981,0.980981
0.988989,0.988989,0.988989
0.996997,0.996997,0.996997
1.00501,1,1.00501
1.01301,1,1.01301
1.02102,1,1.02102
1.02903,1,1.02903
1.03704,1,1.03704
1.04505,1,1.04505
1.05305,1,1.05305
1.06106,1,1.06106
1.06907,1,1.06907
1.07708,1,1.07708
1.08509,1,1.08509
1.09309,1,1.09309
1.1011,1,1.1011
1.10911,1,1.10911
1.11712,1,1.11712
1.12513,1,1.12513
1.13313,1,1.13313
1.14114,1,1.14114
1.14915,1,1.14915
1.15716,1,1.15716
1.16517,1,1.16517
1.17317,1,1.17317
1.18118,1,1.18118
1.18919,1,1.18919
1.1972,1,1.1972
1.20521,1,1.20521
1.21321,1,1.21321
1.22122,1,1.22122
1.22923,1,1.22923
1.23724,1,1.23724
1.24525,1,1.24525
1.25325,1,1.25325
1.26126,1,1.26126
1.26927,1,1.26927
1.27728,1,1.27728
1.28529,1,1.28529
1.29329,1,1.29329
1.3013,1,1.3013
1.30931,1,1.30931
1.31732,1,1.31732
1.32533,1,1.32533
1.33333,1,1.33333
1.34134,1,1.34134
1.34935,1,1.34935
1.35736,1,1.35736
1.36537,1,1.36537
1.37337,1,1.37337
1.38138,1,1.38138
1.38939,1,1.38939
1.3974,1,1.3974
1.40541,1,1.40541
1.41341,1,1.41341
1.42142,1,1.42142
1.42943,1,1.42943
1.43744,1,1.43744
1.44545,1,1.44545
1.45345,1,1.45345
1.46146,1,1.46146
1.46947,1,1.46947
1.47748,1,1.47748
1.48549,1,1.48549
1.49349,1,1.49349
1.5015,1,1.5015
1.50951,1,1.50951
1.51752,1,1.51752
1.52553,1,1.52553
1.53353,1,1.53353
1.54154,1,1.54154
1.54955,1,1.54955
1.55756,1,1.55756
1.56557,1,1.56557
1.57357,1,1.57357
1.58158,1,1.58158
1.58959,1,1.58959
1.5976,1,1.5976
1.60561,1,1.60561
1.61361,1,1.61361
1.62162,1,1.62162
1.62963,1,1.62963
1.63764,1,1.63764
1.64565,1,1.64565
1.65365,1,1.65365
1.66166,1,1.66166
1.66967,1,1.66967
1.67768,1,1.67768
1.68569,1,1.68569
1.69369,1,1.69369
1.7017,1,1.7017
1.70971,1,1.70971
1.71772,1,1.71772
1.72573,1,1.72573
1.73373,1,1.73373
1.74174,1,1.74174
1.74975,1,1.74975
1.75776,1,1.75776
1.76577,1,1.76577
1.77377,1,1.77377
1.78178,1,1.78178
1.78979,1,1.78979
1.7978,1,1.7978
1.80581,1,1.80581
1.81381,1,1.81381
1.82182,1,1.82182
1.82983,1,1.82983
1.83784,1,1.83784
1.84585,1,1.84585
1.85385,1,1.85385
1.86186,1,1.86186
1.86987,1,1.86987
1.87788,1,1.87788
1.88589,1,1.88589
1.89389,1,1.89389
1.9019,1,1.9019
1.90991,1,1.90991
1.91792,1,1.91792
1.92593,1,1.92593
1.93393,1,1.93393
1.94194,1,1.94194
1.94995,1,1.94995
1.95796,1,1.95796
1.96597,1,1.96597
1.97397,1,1.97397
1.98198,1,1.98198
1.98999,1,1.98999
1.998,1,1.998
2.00601,1,2.00601
2.01401,1,2.01401
2.02202,1,2.02202
2.03003,1,2.03003
2.03804,1,2.03804
2.04605,1,2.04605
2.05405,1,2.05405
2.06206,1,2.06206
2.07007,1,2.07007
2.07808,1,2.07808
2.08609,1,2.08609
2.09409,1,2.09409
2.1021,1,2.1021
2.11011,1,2.11011
2.11812,1,2.11812
2.12613,1,2.12613
2.13413,1,2.13413
2.14214,1,2.14214
2.15015,1,2.15015
2.15816,1,2.15816
2.16617,1,2.16617
2.17417,1,2.17417
2.18218,1,2.18218
2.19019,1,2.19019
2.1982,1,2.1982
2.20621,1,2.20621
2.21421,1,2.21421
2.22222,1,2.22222
2.23023,1,2.23023
2.23824,1,2.23824
2.24625,1,2.24625
2.25425,1,2.25425
2.26226,1,2.26226
2.27027,1,2.27027
2.27828,1,2.27828
2.28629,1,2.28629
2.29429,1,2.29429
2.3023,1,2.3023
2.31031,1,2.31031
2.31832,1,2.31832
2.32633,1,2.32633
2.33433,1,2.33433
2.34234,1,2.34234
2.35035,1,2.35035
2.35836,1,2.35836
2.36637,1,2.36637
2.37437,1,2.37437
2.38238,1,2.38238
2.39039,1,2.39039
2.3984,1,2.3984
2.40641,1,2.40641
2.41441,1,2.41441
2.42242,1,2.42242
2.43043,1,2.43043
2.43844,1,2.43844
2.44645,1,2.44645
2.45445,1,2.45445
2.46246,1,2.46246
2.47047,1,2.47047
2.47848,1,2.47848
2.48649,1,2.48649
2.49449,1,2.49449
2.5025,1,2.5025
2.51051,1,2.51051
2.51852,1,2.51852
2.52653,1,2.52653
2.53453,1,2.53453
2.54254,1,2.54254
2.55055,1,2.55055
2.55856,1,2.55856
2.56657,1,2.56657
2.57457,1,2.57457
2.58258,1,2.58258
2.59059,1,2.59059
2.5986,1,2.5986
2.60661,1,2.60661
2.61461,1,2.61461
2.62262,1,2.62262
2.63063,1,2.63063
2.63864,1,2.63864
2.64665,1,2.64665
2.65465,1,2.65465
2.66266,1,2.66266
2.67067,1,2.67067
2.67868,1,2.67868
2.68669,1,2.68669
2.69469,1,2.69469
2.7027,1,2.7027
2.71071,1,2.71071
2.71872,1,2.71872
2.72673,1,2.72673
2.73473,1,2.73473
2.74274,1,2.74274
2.75075,1,2.75075
2.75876,1,2.75876
2.76677,1,2.76677
2.77477,1,2.77477
2.78278,1,2.78278
2.79079,1,2.79079
2.7988,1,2.7988
2.80681,1,2.80681
2.81481,1,2.81481
2.82282,1,2.82282
2.83083,1,2.83083
2.83884,1,2.83884
2.84685,1,2.84685
2.85485,1,2.85485
2.86286,1,2.86286
2.87087,1,2.87087
2.87888,1,2.87888
2.88689,1,2.88689
2.89489,1,2.89489
2.9029,1,2.9029
2.91091,1,2.91091
2.91892,1,2.91892
2.92693,1,2.92693
2.93493,1,2.93493
2.94294,1,2.94294
2.95095,1,2.95095
2.95896,1,2.95896
2.96697,1,2.96697
2.97497,1,2.97497
2.98298,1,2.98298
2.99099,1,2.99099
2.999,1,2.999
3.00701,1,3.00701
3.01502,1,3.01502
3.02302,1,3.02302
3.03103,1,3.03103
3.03904,1,3.03904
3.04705,1,3.04705
3.05506,1,3.05506
3.06306,1,3.06306
3.07107,1,3.07107
3.07908,1,3.07908
3.08709,1,3.08709
3.0951,1,3.0951
3.1031,1,3.1031
3.11111,1,3.11111
3.11912,1,3.11912
3.12713,1,3.12713
3.13514,1,3.13514
3.14314,1,3.14314
3.15115,1,3.15115
3.15916,1,3.15916
3.16717,1,3.16717
3.17518,1,3.17518
3.18318,1,3.18318
3.19119,1,3.19119
3.1992,1,3.1992
3.20721,1,3.20721
3.21522,1,3.21522
3.22322,1,3.22322
3.23123,1,3.23123
3.23924,1,3.23924
3.24725,1,3.24725
3.25526,1,3.25526
3.26326,1,3.26326
3.27127,1,3.27127
3.27928,1,3.27928
3.28729,1,3.28729
3.2953,1,3.2953
3.3033,1,3.3033
3.31131,1,3.31131
3.31932,1,3.31932
3.32733,1,3.32733
3.33534,1,3.33534
3.34334,1,3.34334
3.35135,1,3.35135
3.35936,1,3.35936
3.36737,1,3.36737
3.37538,1,3.37538
3.38338,1,3.38338
3.39139,1,3.39139
3.3994,1,3.3994
3.40741,1,3.40741
3.41542,1,3.41542
3.42342,1,3.42342
3.43143,1,3.43143
3.43944,1,3.43944
3.44745,1,3.44745
3.45546,1,3.45546
3.46346,1,3.46346
3.47147,1,3.47147
3.47948,1,3.47948
3.48749,1,3.48749
3.4955,1,3.4955
3.5035,1,3.5035
3.51151,1,3.51151
3.51952,1,3.51952
3.52753,1,3.52753
3.53554,1,3.53554
3.54354,1,3.54354
3.55155,1,3.55155
3.55956,1,3.55956
3.56757,1,3.56757
3.57558,1,3.57558
3.58358,1,3.58358
3.59159,1,3.59159
3.5996,1,3.5996
3.60761,1,3.60761
3.61562,1,3.61562
3.62362,1,3.62362
3.63163,1,3.63163
3.63964,1,3.63964
3.64765,1,3.64765
3.65566,1,3.65566
3.66366,1,3.66366
3.67167,1,3.67167
3.67968,1,3.67968
3.68769,1,3.68769
3.6957,1,3.6957
3.7037,1,3.7037
3.71171,1,3.71171
3.71972,1,3.71972
3.72773,1,3.72773
3.73574,1,3.73574
3.74374,1,3.74374
3.75175,1,3.75175
3.75976,1,3.75976
3.76777,1,3.76777
3.77578,1,3.77578
3.78378,1,3.78378
3.79179,1,3.79179
3.7998,1,3.7998
3.80781,1,3.80781
